poster,recipient,relationship,tweet date,tweet id,tweet,hashtags,retweet status
mlcarlutti,mlcarlutti,tweet,tue oct 04 16:43:00 +0000 2016,783346695170121728,la problématique du ciblage en #btob https://t.co/g3ewabsuik,['btob'],False
redbloodymary,watchersotwall,mentions,tue oct 04 16:44:20 +0000 2016,783347030706024448,rt @watchersotwall: first photos of the game of thrones set in zumaia - https://t.co/zd4uhoodcq #gameofthrones #spain #season7 https://t.co…,"['gameofthrones', 'spain', 'season7']",True
krownblazeking,krownblazeking,tweet,tue oct 04 16:48:11 +0000 2016,783347999590055936,im tyrion. discover which #gameofthrones character you are! sign in: https://t.co/8ookdk0tma https://t.co/geoudkvehg,['gameofthrones'],False
marcelosureno,cpls27,reply,tue oct 04 16:48:57 +0000 2016,783348192545009665,@cpls27 ziono(?),[],False
emissmikaelson,sansastarkfr,reply,tue oct 04 16:49:09 +0000 2016,783348242880815104,@sansastarkfr @cerseilanfr @godtitswine @khaleesydaenery @roijoffreyoff sansa se rebelle ptdrr xd,[],False
emissmikaelson,cerseilanfr,mentions,tue oct 04 16:49:09 +0000 2016,783348242880815104,@sansastarkfr @cerseilanfr @godtitswine @khaleesydaenery @roijoffreyoff sansa se rebelle ptdrr xd,[],False
emissmikaelson,godtitswine,mentions,tue oct 04 16:49:09 +0000 2016,783348242880815104,@sansastarkfr @cerseilanfr @godtitswine @khaleesydaenery @roijoffreyoff sansa se rebelle ptdrr xd,[],False
emissmikaelson,khaleesydaenery,mentions,tue oct 04 16:49:09 +0000 2016,783348242880815104,@sansastarkfr @cerseilanfr @godtitswine @khaleesydaenery @roijoffreyoff sansa se rebelle ptdrr xd,[],False
emissmikaelson,roijoffreyoff,mentions,tue oct 04 16:49:09 +0000 2016,783348242880815104,@sansastarkfr @cerseilanfr @godtitswine @khaleesydaenery @roijoffreyoff sansa se rebelle ptdrr xd,[],False
mariedelcorte,mariedelcorte,tweet,tue oct 04 16:49:20 +0000 2016,783348288980410368,bastien leader mdrr tant que c'est pas les jumelles j'ai envie de dire #ss10,['ss10'],False
no1ilovelucyfan,jafarm1991,reply,tue oct 04 16:56:36 +0000 2016,783350117709545472,@jafarm1991 p.s.  i cannot wait until theresa is dead. #days #thrady #goodfuckingriddance,"['days', 'thrady', 'goodfuckingriddance']",False
thugs_killer,thugs_killer,tweet,tue oct 04 16:59:20 +0000 2016,783350805579567106,jezu te czasy 2008 😍😍😍 miley demi i sel w 2008 😭😭😭 https://t.co/nalsdhgjje,[],False
